coin,timeframe,futures,swing_length,stop_loss_multiplier,take_profit_multiplier,min_strength_ratio,trailing_stop_activation,trailing_stop_percent,violation_type,risk_per_trade_percent,mean_test_sharpe,mean_test_roi,mean_test_profit_factor,mean_test_win_rate,mean_test_trades
ETHUSDT,15m,True,5,0.5,3,0.7,2.0,2.0,Close,3,0.8940751567609766,15.073467929592464,1.3693430849914843,0.6979797979797979,54
ETHUSDT,15m,True,5,0.5,5,0.5,1.5,3.0,Close,3,-1.559594363109531,-67.11381113856932,0.7666206095154475,0.46130815292491945,161
ETHUSDT,15m,True,10,1.5,6,0.6,3.0,3.0,Close,3,0.5568031351548721,19.22588452590814,1.282092754751404,0.3672903672903673,38
ETHUSDT,15m,True,20,1.0,5,0.7,1.5,2.0,Wick,2,-30.2112354169289,-0.353878834633484,7.881255610318448,0.3333333333333333,2
ETHUSDT,15m,True,10,0.7,2,0.3,1.5,2.5,Wick,1,-0.5867628721456343,-5.9177117320578265,0.9093918344596623,0.7256885737660212,191
ETHUSDT,15m,True,20,0.5,5,0.7,2.5,1.5,Close,2,-11.413070068789098,-0.9078907521607786,inf,0.5,2
ETHUSDT,15m,True,15,1.5,4,0.5,3.0,2.0,Wick,2,0.021445530293682423,0.2445501057290289,1.0061580654517903,0.42775119617224877,56
ETHUSDT,15m,True,5,1.0,6,0.7,3.0,2.0,Wick,3,-1.8814931683915745,-63.12746976839877,0.553321272156542,0.24814814814814815,54
ETHUSDT,15m,True,30,0.7,5,0.5,1.5,2.0,Wick,2,0.1104267247460482,1.2214119540059603,1.0434581782885601,0.5815508021390374,28
ETHUSDT,15m,True,20,1.5,4,0.6,1.5,2.0,Wick,2,-1.825179060893528,-9.902438996321838,0.46852871589141887,0.34265734265734266,12
ETHUSDT,15m,True,20,0.5,5,0.7,2.5,2.0,Close,2,-11.413070068789098,-0.9078907521607786,inf,0.5,2
ETHUSDT,15m,True,5,1.0,2,0.5,1.5,1.5,Wick,3,-1.2688165230363944,-46.820457768194224,0.8023512922805911,0.5837941950493917,162
ETHUSDT,15m,True,10,1.2,6,0.6,1.5,3.0,Wick,1,0.31717560388848665,2.958874334166486,1.1691543206657358,0.39223839223839224,38
ETHUSDT,15m,True,20,1.2,6,0.6,1.5,2.5,Wick,1,-1.2072383047679673,-4.422355380894294,0.5380233165450552,0.34265734265734266,12
ETHUSDT,15m,True,30,0.7,4,0.5,2.5,3.0,Wick,1,-0.06674253049147653,-0.37208310122268085,0.986518736246233,0.6270053475935828,28
ETHUSDT,15m,True,30,1.2,3,0.7,1.5,3.0,Close,3,0.0,0.0,0.0,0.0,0
ETHUSDT,15m,True,20,1.0,4,0.6,1.5,2.5,Wick,1,-1.1886196603603882,-3.7659196591558386,0.6920499937770997,0.3881118881118881,12
ETHUSDT,15m,True,30,1.0,6,0.4,3.0,2.5,Wick,3,0.06328036514551072,5.0424642991828925,1.1436740603128266,0.49467418546365916,56
ETHUSDT,15m,True,10,1.0,4,0.3,3.0,1.5,Close,2,-1.0412438761888418,-32.39955525667573,0.8549451714082883,0.46665061014771997,176
ETHUSDT,15m,True,15,1.5,5,0.3,1.5,2.5,Close,2,0.44194450596089885,12.290261787650866,1.1279943666079002,0.4394782608695652,120
ETHUSDT,15m,True,10,0.5,2,0.4,2.5,2.0,Close,1,0.5058820919223211,3.6635318316247125,1.1258844211280228,0.8043621440875469,140
ETHUSDT,15m,True,30,1.0,2,0.6,2.0,2.5,Close,2,-1.1955227925792375,-5.189506490166332,0.3647585911781235,0.5833333333333333,7
ETHUSDT,15m,True,10,1.2,6,0.7,2.0,2.5,Close,2,0.414056547570526,4.765535698727453,1.3360407632454636,0.3645833333333333,14
ETHUSDT,15m,True,20,0.7,4,0.5,1.5,1.5,Wick,1,-0.25947197854646625,-1.3485578463965615,0.9098085289896898,0.6167417417417418,36
ETHUSDT,15m,True,30,0.7,4,0.6,2.5,2.5,Close,1,-0.7185834443246852,-1.875340296468391,0.5783351403254635,0.5833333333333333,7
ETHUSDT,15m,True,30,1.0,5,0.5,3.0,1.5,Close,3,0.07829487110786243,1.4771458746527468,1.0470616801470585,0.5147058823529411,28
ETHUSDT,15m,True,20,0.7,3,0.6,1.5,3.0,Close,3,-0.7182287610264848,-6.388752528034706,0.8000554221458159,0.5944055944055944,12
ETHUSDT,15m,True,30,0.5,6,0.6,3.0,3.0,Wick,2,-1.1784548403547501,-5.964259206491929,0.5117113700245084,0.5416666666666666,7
ETHUSDT,15m,True,15,1.5,6,0.6,1.5,3.0,Wick,1,-0.5693146360550326,-2.989117272223271,0.8020261068119008,0.30952380952380953,19
ETHUSDT,15m,True,10,1.5,3,0.3,3.0,2.5,Wick,1,-0.8875423373173998,-13.505035286418632,0.8621248621598774,0.45941765241128296,166
ETHUSDT,15m,True,20,1.5,3,0.7,2.5,2.0,Wick,1,-66.94099980871614,0.034056175323655236,inf,0.5,2
ETHUSDT,15m,True,20,1.5,5,0.5,2.5,3.0,Close,3,-0.2929301213478178,-1.2422780466095702,1.0213555880094978,0.38888888888888884,36
ETHUSDT,15m,True,20,1.2,6,0.6,2.0,1.5,Close,3,-2.021403190116514,-15.603723740474797,0.4035555002877712,0.3881118881118881,12
ETHUSDT,15m,True,5,1.5,5,0.6,1.5,1.5,Close,3,-1.4229741976848254,-57.3010363041263,0.7315206260315306,0.34964639321074964,103
ETHUSDT,15m,True,20,0.7,5,0.6,1.5,2.5,Close,1,-0.7243426762420601,-2.550619295547874,0.8111579265952064,0.47202797202797203,12
ETHUSDT,15m,True,30,0.5,2,0.7,3.0,1.5,Wick,1,0.0,0.0,0.0,0.0,0
ETHUSDT,15m,True,20,0.5,4,0.5,3.0,3.0,Close,3,-0.5483458479822754,-7.782968513728831,0.813805767674419,0.6441441441441441,36
ETHUSDT,15m,True,15,1.0,6,0.3,3.0,1.5,Close,3,-0.8698381780256476,-37.67334733516489,0.8443735910894034,0.4218811491538764,123
ETHUSDT,15m,True,10,1.0,2,0.5,2.0,2.5,Close,2,-0.33450023996319944,-5.7662345996925914,0.9377409811381263,0.6435020519835841,85
ETHUSDT,15m,True,10,0.5,2,0.6,3.0,2.0,Wick,3,0.04501776584400996,0.9555485715701386,1.028107825018802,0.7900207900207901,38
ETHUSDT,15m,True,10,1.0,6,0.4,2.0,1.5,Close,2,-1.2942076575831738,-39.358746923941254,0.7733902518492253,0.3978604599734631,134
ETHUSDT,15m,True,10,1.5,6,0.4,1.5,2.0,Wick,3,-0.7159103296224021,-35.77756715288041,0.8572063925060822,0.3686061188916271,129
ETHUSDT,15m,True,5,1.0,5,0.6,1.5,2.5,Wick,3,-1.6988235759341659,-76.63860740489883,0.6834712353864019,0.3212250712250712,106
ETHUSDT,15m,True,20,0.5,5,0.5,2.5,2.0,Close,3,-0.2467317303090787,-3.6924773829756825,0.9155976317657475,0.6032282282282282,36
ETHUSDT,15m,True,30,1.0,5,0.7,1.5,3.0,Close,2,0.0,0.0,0.0,0.0,0
ETHUSDT,15m,True,30,0.5,2,0.3,2.5,2.5,Wick,3,-0.10296766129414886,-1.5567114566425806,0.9780247086279057,0.8363924050632912,79
ETHUSDT,15m,True,20,0.7,4,0.4,1.5,2.0,Close,1,-0.11899403758737466,-1.0994136557195793,0.9705045910032017,0.6038765822784811,79
ETHUSDT,15m,True,30,1.2,4,0.6,1.5,3.0,Wick,1,-1.197312556483728,-2.9961208716129244,0.40690029108230363,0.375,7
ETHUSDT,15m,True,15,0.5,5,0.5,2.0,2.0,Close,2,0.06191809721280753,0.8922745729376746,1.0205272019709342,0.575031328320802,56
ETHUSDT,15m,True,10,0.5,2,0.3,1.5,3.0,Close,3,0.39131723681242025,9.962622044453907,1.0874372417473286,0.7999676148324067,192
ETHUSDT,15m,True,5,1.2,6,0.6,3.0,2.5,Wick,3,-1.0791964884558272,-55.12992980635202,0.7817647164487178,0.2904908810452772,105
ETHUSDT,15m,True,30,0.7,4,0.5,2.5,1.5,Wick,3,-0.07167995262202319,-1.1858038187786009,0.9838260578046982,0.6270053475935828,28
ETHUSDT,15m,True,5,0.5,4,0.4,3.0,2.5,Close,3,-1.295950897271895,-61.39303512804747,0.8263650326599076,0.5419379902323517,232
ETHUSDT,15m,True,5,0.5,4,0.6,2.5,3.0,Wick,3,-0.6652679247415177,-21.73045678526418,0.8638271511817839,0.5449011997177136,106
ETHUSDT,15m,True,20,1.5,2,0.5,2.0,2.5,Wick,2,-0.26125191491176075,-2.344393957718851,0.9245023885576916,0.6163663663663663,36
ETHUSDT,15m,True,5,1.5,4,0.4,3.0,2.0,Close,3,-0.5623850700049481,-36.37070861064019,0.9151217536905751,0.36345902068604347,195
ETHUSDT,15m,True,30,1.0,3,0.5,1.5,2.0,Close,3,-0.20858063683003047,-3.0198300864003453,0.9230616321816583,0.6042780748663101,28
ETHUSDT,15m,True,30,1.0,4,0.4,2.0,2.0,Close,2,0.39179657988248445,5.858195995582859,1.151804436737398,0.5983606557377049,61
ETHUSDT,15m,True,30,0.5,6,0.6,1.5,1.5,Close,1,-1.1784548403547501,-2.9821296032459643,0.5117113700245084,0.5416666666666666,7
ETHUSDT,15m,True,15,0.5,4,0.7,2.5,2.5,Wick,3,-1.2288264742228585,-5.352929385643604,0.4060909437686135,0.5,5
ETHUSDT,15m,True,10,1.2,2,0.6,2.0,3.0,Wick,1,1.1078364910914185,6.593147542521066,1.5233969466092396,0.7103257103257103,38
ETHUSDT,15m,True,20,0.7,4,0.6,3.0,1.5,Close,2,-0.25020707561798883,-1.8589723898915347,1.09741856130809,0.5944055944055944,12
ETHUSDT,15m,True,10,0.7,4,0.6,1.5,2.0,Close,2,0.44102485382317075,7.735881547141961,1.2784137929846424,0.6036036036036037,38
ETHUSDT,15m,True,10,1.5,5,0.7,3.0,1.5,Wick,2,0.27542816788160085,2.5604990254970454,1.2142131100043116,0.3333333333333333,14
ETHUSDT,15m,True,15,1.5,6,0.4,3.0,2.0,Wick,2,0.4342024029882117,13.486212115041532,1.1384119224430622,0.4027960526315789,95
ETHUSDT,15m,True,30,0.5,4,0.7,1.5,2.0,Wick,3,0.0,0.0,0.0,0.0,0
ETHUSDT,15m,True,30,0.5,4,0.3,2.0,2.5,Wick,2,-0.46357787234692116,-6.060896978069257,0.8839906688638062,0.6854430379746835,79
ETHUSDT,15m,True,30,0.5,4,0.7,2.0,1.5,Wick,1,0.0,0.0,0.0,0.0,0
ETHUSDT,15m,True,30,0.5,3,0.5,2.5,2.0,Close,2,0.00924245670472057,0.3324966453881406,1.007570004496095,0.7606951871657754,28
ETHUSDT,15m,True,5,1.0,3,0.4,2.0,1.5,Wick,1,-0.8334255839436533,-15.734732450269554,0.8852895209605343,0.49031975043868203,226
ETHUSDT,15m,True,30,1.5,5,0.3,2.0,1.5,Close,1,1.0382214543148605,9.07063750325802,1.3625180481234764,0.5817307692307692,64
ETHUSDT,15m,True,15,0.5,5,0.7,2.0,3.0,Close,1,-1.0150004515096693,-1.4937748302500948,0.5280595324027011,0.5,5
ETHUSDT,15m,True,30,0.5,5,0.3,2.5,3.0,Wick,1,-0.5381047160833999,-4.098237869544059,0.8702887424086683,0.620253164556962,79
ETHUSDT,15m,True,30,1.5,5,0.6,2.5,2.0,Wick,1,-0.6306869643227575,-1.9211715819341761,0.6261377248190398,0.375,7
ETHUSDT,15m,True,20,1.2,3,0.7,2.5,2.0,Wick,2,-40.50579774501979,-0.3436293985300056,inf,0.5,2
ETHUSDT,15m,True,5,0.5,4,0.3,1.5,2.0,Close,2,-1.1419847537942571,-45.1486629535006,0.8606307862274336,0.5528571428571429,307
ETHUSDT,15m,True,5,1.2,6,0.3,2.5,2.0,Wick,1,-1.1781464934940296,-28.85991066636165,0.8384324124722793,0.3456521739130435,241
ETHUSDT,15m,True,10,1.0,2,0.5,2.5,3.0,Wick,2,-0.33450023996319944,-5.7662345996925914,0.9377409811381263,0.6435020519835841,85
ETHUSDT,15m,True,15,1.2,5,0.7,3.0,2.5,Wick,1,-0.38046920569086007,-0.7645205478590954,0.6958836189252449,0.5,5
ETHUSDT,15m,True,15,0.5,4,0.3,3.0,2.0,Close,3,-0.21449946741630077,-6.778420525057818,0.9989813738787245,0.6554928642548954,134
ETHUSDT,15m,True,15,0.7,5,0.3,2.5,2.0,Wick,2,-0.6079280666476041,-16.446350893696845,0.8868078358117986,0.5020487202514594,133
ETHUSDT,15m,True,20,0.5,6,0.3,2.5,2.0,Close,1,-0.4274668991636375,-4.650574986029583,0.9107795891468307,0.5555107960038672,111
ETHUSDT,15m,True,30,1.5,5,0.4,2.5,3.0,Wick,2,0.5258263183194372,9.4498708388947,1.3321093001007414,0.4980769230769231,53
ETHUSDT,15m,True,30,1.5,2,0.6,1.5,2.5,Close,3,-0.5546723967528672,-3.772560765028299,0.6234789742515734,0.625,7
ETHUSDT,15m,True,20,1.5,4,0.5,3.0,3.0,Wick,2,-0.45077677110408815,-3.9138736377635075,0.9401258652225235,0.4305555555555556,36
ETHUSDT,15m,True,20,1.5,5,0.4,2.0,2.5,Wick,2,0.06276646387003249,3.621873009210585,1.116844711397319,0.44545454545454544,73
ETHUSDT,15m,True,10,1.5,5,0.5,3.0,3.0,Close,2,0.04962785260948416,1.2759840727946692,1.0130456354682105,0.3773809523809524,82
ETHUSDT,15m,True,10,1.2,4,0.4,2.5,2.5,Close,2,-0.9109197471631141,-28.333127230968877,0.840183155075362,0.42047063950321384,135
ETHUSDT,15m,True,20,0.7,4,0.7,2.0,1.5,Close,1,-16.987576449655624,-0.36175409411603554,inf,0.5,2
ETHUSDT,15m,True,30,1.0,2,0.4,1.5,3.0,Wick,3,-0.03705674457865306,-0.566940766213442,0.9889834583178169,0.7398202009518773,61
ETHUSDT,15m,True,20,0.5,3,0.3,1.5,2.0,Close,2,-0.6388087511051569,-9.442074167230887,0.8652820662549172,0.7164840476957783,111
ETHUSDT,15m,True,20,0.7,6,0.7,2.5,1.5,Close,2,-17.95443451197844,-0.44481382958851756,inf,0.5,2
ETHUSDT,15m,True,15,0.7,5,0.3,2.5,2.0,Wick,3,-0.6752942769874777,-26.085048173829403,0.8796833067792104,0.5020487202514594,133
ETHUSDT,15m,True,15,1.5,4,0.4,2.0,2.5,Close,3,0.5359169416948444,20.373663922859034,1.1415759019610854,0.4598979591836735,99
ETHUSDT,15m,True,15,1.2,3,0.6,2.5,2.0,Close,1,0.7795097229712358,3.7349891304307774,1.4835951992701504,0.6428571428571428,19
ETHUSDT,15m,True,5,0.7,5,0.3,2.0,2.0,Close,2,-1.9885869476037998,-90.95162457696816,0.7776094459399105,0.41253616090749645,296
