coin,timeframe,futures,swing_length,stop_loss_multiplier,take_profit_multiplier,min_strength_ratio,trailing_stop_activation,trailing_stop_percent,violation_type,risk_per_trade_percent,mean_test_sharpe,mean_test_roi,mean_test_profit_factor,mean_test_win_rate,mean_test_trades
ETHUSDT,15m,True,15,1.5,2,0.3,1.5,2.0,Wick,3,0.4278654051466223,18.439925203735964,1.1300161695242315,0.39625080801551393,96
ETHUSDT,15m,True,50,1.5,4,0.3,1.5,3.0,Close,1,0.5011307608018845,4.708113803467406,1.2299168163825445,0.38996138996138996,32
ETHUSDT,15m,True,30,0.5,6,0.7,1.5,1.5,Close,2,0.0,0.0,0.0,0.0,0
ETHUSDT,15m,True,10,1.0,3,0.5,2.5,1.5,Wick,1,0.25691470256571947,3.6662422637348717,1.0695727069806544,0.3183885640025991,78
ETHUSDT,15m,True,30,1.5,2,0.5,2.5,2.0,Close,1,0.2735614476401364,2.3814559789190515,1.1079174808274335,0.3877005347593583,28
ETHUSDT,15m,True,15,0.5,5,0.6,3.0,2.0,Wick,1,-0.6228014172857824,-3.976091569255008,0.7427858405911725,0.20238095238095238,19
ETHUSDT,15m,True,15,0.7,5,0.5,2.0,2.0,Close,3,-0.9485742533721632,-27.625234704995506,0.768525379554738,0.2790584415584415,55
ETHUSDT,15m,True,30,0.5,4,0.6,3.0,1.5,Close,3,-0.8903502970462178,-10.8461467265379,0.7806937252111865,0.20833333333333331,7
ETHUSDT,15m,True,30,1.5,3,0.3,2.5,2.0,Close,1,1.073797625023935,12.036574964750582,1.7143229751118798,0.39285714285714285,38
ETHUSDT,15m,True,75,0.5,6,0.6,2.5,1.5,Close,1,0.9480217284169072,3.161583060284505,3.9327969901403943,0.5833333333333333,2
ETHUSDT,15m,True,30,1.0,5,0.4,2.5,1.5,Wick,1,-0.162787847673463,-2.6699910059212764,1.0362897837902958,0.2826797385620915,43
ETHUSDT,15m,True,5,0.7,2,0.3,2.5,2.5,Wick,2,-1.710874501374339,-57.54507341285779,0.7851327538650121,0.3523711137347501,247
ETHUSDT,15m,True,30,1.5,5,0.7,2.5,3.0,Close,1,0.0,0.0,0.0,0.0,0
ETHUSDT,15m,True,15,1.5,5,0.6,2.5,2.5,Wick,1,0.4345460148160891,4.123905638039343,1.325950132679412,0.3137254901960784,19
ETHUSDT,15m,True,15,1.2,2,0.3,2.5,2.0,Wick,3,0.31094312439895844,13.074153543419,1.0867543044085692,0.3857670221493027,99
ETHUSDT,15m,True,10,1.5,3,0.6,2.0,1.5,Close,3,0.279855062239005,9.323017041864654,1.1286605513019272,0.340956340956341,38
ETHUSDT,15m,True,20,0.7,4,0.3,1.5,2.5,Close,3,0.426421696957288,21.674721502565035,1.138898030123614,0.34967071935157046,89
ETHUSDT,15m,True,5,1.2,4,0.7,2.5,2.0,Wick,1,-2.1529333494113887,-19.756533949120957,0.5065694312400286,0.16515151515151516,54
ETHUSDT,15m,True,15,0.7,2,0.7,3.0,2.5,Wick,1,-0.3410404248182875,-0.8857576800104794,0.8167588855421382,0.30000000000000004,5
ETHUSDT,15m,True,20,1.2,4,0.6,2.0,2.0,Close,3,-0.251655927130811,-2.7708650067399097,0.970963414102594,0.2972027972027972,12
ETHUSDT,15m,True,75,0.7,4,0.6,3.0,2.5,Wick,1,0.9343838810339562,3.031141179949522,3.8193124973387276,0.5833333333333333,2
ETHUSDT,15m,True,15,0.5,3,0.3,3.0,3.0,Close,3,-0.5583229641773959,-26.700566385535314,0.8836053933858969,0.26746031746031745,106
ETHUSDT,15m,True,100,0.5,4,0.7,3.0,2.5,Wick,1,0.0,0.0,0.0,0.0,0
ETHUSDT,15m,True,75,1.0,3,0.3,2.0,2.0,Wick,3,0.7958089573425181,17.912925494289865,1.555685823709462,0.41666666666666663,23
ETHUSDT,15m,True,10,0.7,2,0.4,2.5,3.0,Close,1,-0.6783553941044975,-9.213812299923454,0.879137741480661,0.3542152292152292,124
ETHUSDT,15m,True,20,1.5,3,0.7,1.5,2.0,Close,2,-9.832163856441039,2.1105628335446593,2.5418820887286935,0.3333333333333333,2
ETHUSDT,15m,True,120,1.0,5,0.3,1.5,2.5,Wick,1,-1.0885933820735758,-2.8596283726261773,0.7059443533287557,0.29924242424242425,11
ETHUSDT,15m,True,100,1.2,3,0.5,3.0,2.0,Wick,2,-0.5638613707847815,-4.373793754753351,0.9016805231139674,0.2222222222222222,6
ETHUSDT,15m,True,10,1.2,3,0.6,3.0,2.5,Wick,2,0.33124664023395367,7.4908031674976625,1.1580006987503075,0.3146223146223146,38
ETHUSDT,15m,True,30,1.5,5,0.4,2.0,3.0,Close,2,0.6511524241904052,18.65748383869215,1.6249775555321802,0.3872549019607843,43
ETHUSDT,15m,True,20,0.7,4,0.3,2.5,1.5,Close,1,0.2721357527984655,5.022112616944519,1.0771922415427406,0.2884782608695652,83
ETHUSDT,15m,True,30,0.7,3,0.3,1.5,1.5,Wick,1,0.28246298722308794,3.0378643351657324,1.1136064314534657,0.3950892857142857,60
ETHUSDT,15m,True,75,1.2,6,0.3,2.0,2.5,Wick,2,0.42615470451105686,8.991452483221753,1.5716759583433453,0.37,22
ETHUSDT,15m,True,30,1.0,3,0.6,2.5,2.0,Wick,2,-1.1230915428181074,-8.047161151048538,0.7969078731281727,0.20833333333333331,7
ETHUSDT,15m,True,20,1.0,2,0.6,2.5,1.5,Wick,3,-0.4741742968413924,-6.456628229880831,0.7913925824299461,0.2972027972027972,12
ETHUSDT,15m,True,30,1.2,5,0.6,1.5,2.5,Wick,3,-0.0374918518642185,0.15327280275212196,0.9365750171070236,0.375,7
ETHUSDT,15m,True,20,1.5,6,0.7,2.5,3.0,Wick,2,-9.82356724254513,2.236633318549821,2.6030968187561023,0.3333333333333333,2
ETHUSDT,15m,True,20,1.2,3,0.6,2.0,2.0,Wick,1,-0.32260203440970514,-1.4233216689133037,0.9000288694500325,0.2972027972027972,12
ETHUSDT,15m,True,50,1.2,6,0.3,1.5,3.0,Close,1,0.4744498088025978,4.241380418410387,1.220100935294016,0.38996138996138996,32
ETHUSDT,15m,True,15,0.5,4,0.5,2.5,2.0,Wick,1,-0.49798296783062096,-5.2167515267584434,0.8656874274863648,0.2586620926243568,54
ETHUSDT,15m,True,50,1.0,4,0.4,2.5,2.0,Wick,1,0.6630948105197502,6.690574782109151,1.4559212925446494,0.33627717391304346,27
ETHUSDT,15m,True,100,1.2,4,0.4,2.0,2.5,Wick,1,-0.793194124342281,-3.6664658166383743,0.8364468524422108,0.2785714285714286,17
ETHUSDT,15m,True,100,1.2,5,0.3,1.5,1.5,Close,2,-1.2470262609431164,-10.190577198313925,0.641672187795808,0.2647058823529412,17
ETHUSDT,15m,True,100,0.5,5,0.5,3.0,1.5,Wick,3,-0.612688058562434,-6.195463489553692,1.0237919321263231,0.2222222222222222,6
ETHUSDT,15m,True,30,0.5,3,0.3,2.5,3.0,Wick,3,0.5958212003759372,21.50006784181486,1.276169278370542,0.3315789473684211,51
ETHUSDT,15m,True,50,1.5,6,0.7,1.5,2.5,Close,3,0.0,0.0,0.0,0.0,0
ETHUSDT,15m,True,20,0.7,3,0.6,3.0,1.5,Wick,2,-0.21424851043613047,-1.9357525181847777,0.9966709989314357,0.25874125874125875,12
ETHUSDT,15m,True,50,0.5,4,0.7,2.5,3.0,Close,2,0.0,0.0,0.0,0.0,0
ETHUSDT,15m,True,10,0.5,5,0.4,1.5,1.5,Close,1,-0.7175180693013405,-10.498393953968666,0.8580649467766073,0.3171163202122954,126
ETHUSDT,15m,True,30,0.5,4,0.5,1.5,2.0,Close,1,-0.1614525960799925,-0.4450130158867178,0.9391588696938304,0.3355614973262032,28
ETHUSDT,15m,True,75,1.0,4,0.4,2.0,2.0,Close,3,0.6868491078956455,16.238643004525827,1.6224981189995134,0.37962962962962965,22
ETHUSDT,15m,True,10,1.5,4,0.7,2.0,2.5,Wick,2,-0.7287476201107461,3.29437287524099,1.2170309607931356,0.3020833333333333,14
ETHUSDT,15m,True,120,1.5,5,0.4,2.5,2.5,Close,3,-2.984917331766957,-15.981883118159379,0.5807900523679049,0.20512820512820512,12
ETHUSDT,15m,True,20,1.5,2,0.5,3.0,2.5,Close,2,-1.0037712482765004,-15.140320929437433,0.7103251645915579,0.28125,34
ETHUSDT,15m,True,30,1.2,2,0.4,3.0,1.5,Wick,3,0.17864583880701512,4.273536622945702,1.1919785122478683,0.3878205128205128,45
ETHUSDT,15m,True,30,0.5,2,0.5,2.5,1.5,Wick,3,-0.8885609718422499,-13.095896330542615,0.7455151248005998,0.3048128342245989,28
ETHUSDT,15m,True,15,1.5,4,0.6,1.5,1.5,Close,3,0.38406947266300184,8.017923228938887,1.2699541670413603,0.4126984126984127,19
ETHUSDT,15m,True,100,0.7,4,0.6,2.5,2.0,Wick,3,0.0,-1.5631199314562194,0.0,0.0,0
ETHUSDT,15m,True,10,1.2,2,0.7,1.5,2.0,Wick,3,-0.6062504610500341,-1.2515346825194982,1.0992107195549314,0.3958333333333333,14
ETHUSDT,15m,True,20,1.5,3,0.3,2.5,2.0,Wick,1,1.2383211776806262,18.249904083023324,1.4262253485844467,0.3571428571428571,67
ETHUSDT,15m,True,120,1.2,4,0.7,1.5,2.0,Wick,3,0.0,0.0,0.0,0.0,0
ETHUSDT,15m,True,5,0.7,6,0.7,1.5,3.0,Wick,2,-1.767002986676155,-31.976678220148248,0.5379048706050493,0.19276094276094274,54
ETHUSDT,15m,True,15,1.2,5,0.5,2.0,1.5,Wick,2,0.17017232404216284,4.488853428670261,1.07001452602799,0.32420174165457183,52
ETHUSDT,15m,True,10,0.5,6,0.5,2.0,3.0,Wick,1,0.19435618753688289,2.9479881247027224,1.0592076298501623,0.28754492889513983,80
ETHUSDT,15m,True,100,1.0,3,0.5,1.5,3.0,Close,1,-0.19921314837429469,-0.9546005906535777,1.0262959717339752,0.2777777777777778,6
ETHUSDT,15m,True,20,1.2,2,0.5,3.0,1.5,Close,1,-0.6142425976653182,-4.733145150910859,0.8022346719198692,0.3090277777777778,34
ETHUSDT,15m,True,5,1.5,3,0.4,3.0,2.5,Wick,2,-0.4691841828319978,-18.162913877056635,0.9191980473668597,0.2836309523809524,164
ETHUSDT,15m,True,120,1.0,6,0.4,2.0,2.0,Close,2,-2.8637432318283698,-10.375871176747276,0.6065394012407144,0.2467948717948718,12
ETHUSDT,15m,True,10,1.0,2,0.6,1.5,1.5,Wick,3,0.08201520994231559,3.599529795317249,1.1063727937222203,0.41857241857241856,38
ETHUSDT,15m,True,20,1.0,2,0.4,1.5,3.0,Wick,1,0.07911549751548858,0.9231035229876967,1.0262731658723385,0.3748258706467662,71
ETHUSDT,15m,True,120,1.5,3,0.5,1.5,2.5,Close,3,-1.8528396502463502,-10.925038024051137,0.2416882796612091,0.22916666666666666,5
ETHUSDT,15m,True,100,1.0,6,0.3,1.5,2.5,Wick,1,-1.1842816754888903,-5.150845808606126,0.6369764819725607,0.2549019607843137,17
ETHUSDT,15m,True,5,0.5,2,0.5,2.5,1.5,Close,1,-1.9050006567288587,-22.550214056714204,0.7116158949922796,0.3508164078056551,158
ETHUSDT,15m,True,30,1.0,5,0.5,1.5,1.5,Wick,2,0.45592991643715125,8.824889637999412,1.213013136299747,0.3729946524064171,28
ETHUSDT,15m,True,20,1.0,2,0.6,2.0,2.5,Wick,2,-0.4741742968413922,-4.304418819920555,0.791392582429946,0.2972027972027972,12
ETHUSDT,15m,True,20,1.0,2,0.4,2.5,2.5,Close,2,-0.045285521496700815,-0.9857609154040818,0.9946822998618439,0.3606965174129353,71
ETHUSDT,15m,True,30,1.5,4,0.4,1.5,2.5,Wick,2,0.6713627221271594,14.9974185543391,1.4317735081845673,0.41666666666666663,44
ETHUSDT,15m,True,50,0.5,4,0.5,1.5,2.5,Wick,3,0.5525421364952472,10.996746961807407,1.3481067216489155,0.44375,18
ETHUSDT,15m,True,100,0.7,3,0.4,1.5,1.5,Wick,3,-0.17065595134843722,-2.8018668115851084,0.9589477402194986,0.35416666666666663,18
ETHUSDT,15m,True,30,0.7,5,0.5,2.0,2.0,Close,2,-0.19146181407747143,-0.16037370848324084,0.9542573326752581,0.29010695187165775,28
ETHUSDT,15m,True,5,0.5,5,0.3,2.0,2.0,Close,3,-1.4075680285840066,-81.87213220353387,0.7942399976903562,0.2523577235772358,215
ETHUSDT,15m,True,15,1.0,4,0.5,2.0,2.5,Close,2,0.013498908451145986,3.5587034725874336,1.0685812285211922,0.3147677793904209,52
ETHUSDT,15m,True,30,1.2,5,0.3,3.0,1.5,Wick,3,0.07656846316127663,4.529406617718259,1.1040280728655414,0.27472527472527475,27
ETHUSDT,15m,True,5,0.5,2,0.4,2.0,2.5,Wick,2,-1.7315647596763055,-49.18604923031493,0.765268562563725,0.38097981479110654,216
ETHUSDT,15m,True,10,1.5,6,0.7,2.0,1.5,Wick,2,-0.5630531651327793,0.026929803253891826,1.0313640981516277,0.3020833333333333,14
ETHUSDT,15m,True,50,1.0,6,0.7,1.5,2.0,Wick,2,0.0,0.0,0.0,0.0,0
ETHUSDT,15m,True,50,0.5,4,0.5,2.5,2.0,Close,1,-0.009413344375953175,-0.06025414638660309,1.0329378729537213,0.2777777777777778,16
ETHUSDT,15m,True,30,0.7,3,0.6,2.0,3.0,Wick,3,-0.08821264686166953,-2.0732558400058565,1.0621404592074442,0.29166666666666663,7
ETHUSDT,15m,True,120,1.2,6,0.5,2.5,2.5,Wick,2,-146.39204391087785,-9.6763771465222,0.14911596048624298,0.16666666666666666,5
ETHUSDT,15m,True,75,0.5,4,0.4,2.0,2.5,Wick,3,-0.031097194529438488,-0.9705418468500326,1.0901727641142276,0.3116883116883117,25
ETHUSDT,15m,True,100,0.7,5,0.6,2.0,3.0,Close,1,0.0,0.7464191888985918,inf,0.5,0
ETHUSDT,15m,True,100,0.5,3,0.7,3.0,3.0,Wick,3,0.0,0.0,0.0,0.0,0
ETHUSDT,15m,True,15,1.2,3,0.6,1.5,2.5,Close,2,0.39830368926171605,5.47234690949681,1.266853489303684,0.4126984126984127,19
ETHUSDT,15m,True,5,1.5,4,0.4,1.5,2.0,Wick,2,-1.2356045744837396,-45.27967306467178,0.7975316174189884,0.2833132852178562,173
ETHUSDT,15m,True,50,1.5,5,0.5,2.0,2.5,Wick,2,0.384215742720331,6.348864610477669,1.4514005671882855,0.36764705882352944,16
ETHUSDT,15m,True,5,0.5,3,0.4,2.5,2.0,Close,3,-0.9918117606515441,-51.32796209906503,0.8442696820821658,0.29923130504005174,200
ETHUSDT,15m,True,75,1.2,4,0.5,1.5,3.0,Wick,2,1.113992258161633,13.913348241816038,2.029446501089514,0.49754901960784315,14
ETHUSDT,15m,True,5,1.5,5,0.5,3.0,1.5,Wick,2,-0.35185353445931966,-11.930362331706915,0.9323258643776868,0.22299741602067183,132
ETHUSDT,15m,True,50,0.5,6,0.6,3.0,1.5,Wick,2,-1032.7215347641102,2.542888097667207,1.5900255692066854,0.3,3
ETHUSDT,15m,True,75,1.5,5,0.5,2.5,2.5,Wick,3,0.2936270741919235,8.026946868626126,1.6195457150721215,0.38636363636363635,10
ETHUSDT,15m,True,5,0.5,3,0.4,1.5,2.5,Close,2,-0.9125360279752142,-31.13324021659643,0.8600481725949539,0.3214325129676636,213
ETHUSDT,15m,True,15,1.5,2,0.7,3.0,2.0,Wick,1,0.20117066872965605,0.6603425087604855,1.2068490433496941,0.4,5
ETHUSDT,15m,True,15,1.0,4,0.6,2.0,3.0,Wick,2,-0.08123063622420845,-0.5531860212370194,1.0023170600493145,0.3431372549019608,19
ETHUSDT,15m,True,50,1.5,6,0.5,2.5,2.5,Wick,1,0.25919590889859373,1.9539511552924367,1.2342839336945164,0.3176470588235294,16
ETHUSDT,15m,True,10,1.2,2,0.5,2.5,2.5,Close,1,-0.4445271708646365,-5.146290319509298,0.9143645897469675,0.37202295552367287,83
ETHUSDT,15m,True,100,1.0,3,0.4,2.5,2.0,Wick,1,-0.6216101198380235,-2.8115769531139634,0.8963489275117933,0.2619047619047619,16
ETHUSDT,15m,True,10,0.7,5,0.4,3.0,2.0,Close,2,-0.16812123620228064,-4.827286840483304,0.9628956233035371,0.23645894001164822,110
ETHUSDT,15m,True,100,0.5,6,0.5,2.5,1.5,Wick,2,-0.7362607464381397,-5.186730836933131,0.7668087571305218,0.2222222222222222,6
ETHUSDT,15m,True,5,1.0,5,0.3,1.5,1.5,Wick,1,-0.56378888494397,-10.349762758103912,0.9145316500384342,0.3176434898677345,203
ETHUSDT,15m,True,50,1.2,5,0.3,2.5,1.5,Close,1,0.6337805133528073,6.486143732484001,1.350518771878972,0.3188888888888889,30
ETHUSDT,15m,True,10,1.5,3,0.3,2.5,2.0,Wick,1,0.13565768901405276,2.7472687476679964,1.030071457853466,0.2953069348418186,98
ETHUSDT,15m,True,100,0.7,2,0.6,1.5,2.5,Wick,3,0.0,2.9395800685437807,inf,0.5,0
ETHUSDT,15m,True,15,1.2,4,0.3,1.5,1.5,Close,2,0.36321381622077187,10.619524622822397,1.10019160370766,0.3650485436893204,96
ETHUSDT,15m,True,5,1.0,6,0.5,2.0,2.0,Close,3,-0.9725832899250737,-49.60730426591648,0.8149698865105546,0.21593468468468469,146
ETHUSDT,15m,True,15,0.5,4,0.4,1.5,3.0,Wick,1,-0.1286708961454997,-0.7634602413503337,0.9961580792515772,0.29896907216494845,97
ETHUSDT,15m,True,120,1.2,2,0.7,3.0,3.0,Wick,2,0.0,0.0,0.0,0.0,0
ETHUSDT,15m,True,100,0.5,4,0.6,3.0,2.5,Close,2,0.0,-1.0432316182056771,0.0,0.0,0
ETHUSDT,15m,True,75,1.0,6,0.7,2.0,1.5,Wick,3,0.0,0.0,0.0,0.0,0
ETHUSDT,15m,True,15,1.2,5,0.3,3.0,1.5,Close,1,0.7910185367711717,13.993314629097032,1.2464203115299681,0.2786484664644422,77
ETHUSDT,15m,True,50,1.5,5,0.5,3.0,2.0,Wick,2,0.27099261868085883,4.066779889762579,1.2029285340703688,0.303030303030303,13
ETHUSDT,15m,True,5,1.0,3,0.3,2.0,2.0,Wick,1,-0.5983476356159534,-11.52025410513844,0.9072687212891645,0.29506604506604506,196
ETHUSDT,15m,True,20,0.5,6,0.5,2.0,3.0,Close,2,-1.2427115635020856,-13.718699832438354,0.7599420826237249,0.20495495495495497,36
ETHUSDT,15m,True,5,1.2,4,0.7,2.0,2.0,Close,1,-1.9128253601337677,-17.89794718373028,0.5418245145380449,0.18367003367003365,54
ETHUSDT,15m,True,20,1.5,2,0.5,3.0,2.0,Close,3,-1.0037712482765007,-22.71048139415615,0.710325164591558,0.28125,34
ETHUSDT,15m,True,5,0.7,5,0.7,3.0,2.5,Wick,3,-2.040278764773862,-57.410917236867576,0.4872115760261614,0.1377104377104377,54
ETHUSDT,15m,True,50,1.2,3,0.6,2.5,2.5,Wick,3,-70577.4747835972,10.291533248522077,4.7056046605190565,0.4166666666666667,4
ETHUSDT,15m,True,15,1.0,2,0.7,2.0,3.0,Close,1,0.20688265270703873,0.6749422972392316,1.2130809942766256,0.4,5
ETHUSDT,15m,True,10,0.7,3,0.7,2.5,3.0,Wick,3,-0.32887778884319746,-0.4334145031650145,0.9830386749668384,0.2916666666666667,14
ETHUSDT,15m,True,5,1.2,6,0.4,2.5,3.0,Close,2,0.10305153213068427,4.570516598017933,1.0261698185042238,0.2386178861788618,157
ETHUSDT,15m,True,75,0.7,3,0.6,1.5,2.0,Close,3,0.7071657251469015,5.610080721629224,2.7371805948719774,0.5833333333333333,2
ETHUSDT,15m,True,20,1.5,5,0.4,1.5,3.0,Close,1,0.029747478209173006,3.883367761354622,1.1860674254844152,0.33719264740988303,65
ETHUSDT,15m,True,120,0.5,3,0.6,1.5,1.5,Close,3,0.0,2.2236160150242488,inf,0.5,0
ETHUSDT,15m,True,5,1.0,5,0.4,2.0,1.5,Close,1,-0.7715176435460366,-14.951306319385777,0.8701631186241985,0.2664526484751204,180
ETHUSDT,15m,True,30,1.5,2,0.6,2.5,1.5,Wick,3,0.17590729627301008,3.0464132751577337,1.1022086631241619,0.375,7
ETHUSDT,15m,True,75,1.2,4,0.5,2.0,1.5,Close,1,1.2239217023269728,7.816533618864657,2.2739388627174235,0.4681372549019608,14
ETHUSDT,15m,True,120,0.5,6,0.5,2.5,3.0,Close,2,-135.2993868533288,-9.688018472937513,0.15294088768908368,0.16666666666666666,5
ETHUSDT,15m,True,5,1.5,2,0.5,2.0,1.5,Wick,2,-0.5463179956288906,-16.296273039295343,0.9172045137671813,0.3621368107984443,148
ETHUSDT,15m,True,120,0.5,6,0.7,1.5,3.0,Wick,2,0.0,0.0,0.0,0.0,0
ETHUSDT,15m,True,10,1.5,3,0.7,1.5,2.5,Close,3,-0.7137727221435031,3.519799272686221,1.3345696082865628,0.3645833333333333,14
ETHUSDT,15m,True,15,0.7,4,0.3,1.5,3.0,Wick,1,-0.6272099848392535,-9.044746238964995,0.8721528893710373,0.28125,106
ETHUSDT,15m,True,5,0.5,3,0.6,2.0,1.5,Close,3,-1.5823288059179688,-53.04772184576669,0.687916022426271,0.27905686546463243,104
ETHUSDT,15m,True,5,1.2,2,0.7,2.5,2.5,Wick,1,-2.0628557727927594,-15.85105180526501,0.552744602411084,0.2663299663299663,54
ETHUSDT,15m,True,30,1.2,2,0.4,2.0,3.0,Wick,2,0.1786458388070158,2.8490244152971353,1.1919785122478683,0.3878205128205128,45
ETHUSDT,15m,True,20,0.5,5,0.7,2.0,3.0,Wick,2,-2.247661434915468,5.390205874386494,3.765154420505782,0.3333333333333333,2
ETHUSDT,15m,True,120,0.5,3,0.4,1.5,3.0,Wick,3,-0.5187799432863061,-6.551376932216615,0.83918235301258,0.3125,16
ETHUSDT,15m,True,50,1.0,4,0.7,2.5,3.0,Wick,3,0.0,0.0,0.0,0.0,0
ETHUSDT,15m,True,10,0.5,6,0.7,3.0,2.5,Wick,1,0.030261889368139783,4.048113492773629,1.4646846488311165,0.3020833333333333,14
ETHUSDT,15m,True,100,1.5,2,0.6,1.5,1.5,Wick,2,0.0,1.5199002304566664,inf,0.5,0
ETHUSDT,15m,True,15,1.5,4,0.6,2.0,3.0,Close,1,0.11109802164850252,1.770909405601035,1.2315617005123036,0.37254901960784315,19
ETHUSDT,15m,True,5,0.5,4,0.4,2.5,1.5,Wick,3,-1.274032902202924,-69.7061290423459,0.7948941708212638,0.2512820512820513,195
ETHUSDT,15m,True,120,0.7,2,0.6,1.5,2.0,Wick,3,0.0,1.9805457788347125,inf,0.5,0
ETHUSDT,15m,True,15,1.5,2,0.7,3.0,2.5,Close,2,0.20117066872965605,1.320685017520971,1.2068490433496941,0.4,5
ETHUSDT,15m,True,10,1.2,3,0.5,2.0,2.5,Close,1,0.1306761190360029,1.7047287913185956,1.0378822006010155,0.32536333802156586,80
ETHUSDT,15m,True,20,1.5,3,0.5,2.5,1.5,Wick,2,-0.41367771439396694,-6.2786583973820065,0.9226727543727229,0.2638888888888889,34
ETHUSDT,15m,True,5,1.5,3,0.3,2.5,1.5,Close,1,-0.006348128709387016,-0.14246726785569996,0.999125944840844,0.30230255494292146,160
ETHUSDT,15m,True,50,1.2,2,0.7,2.0,2.5,Wick,1,0.0,0.0,0.0,0.0,0
ETHUSDT,15m,True,5,1.2,6,0.5,1.5,1.5,Close,3,-0.9476498695241444,-46.282487210813784,0.8255712124640862,0.2760889292196007,148
ETHUSDT,15m,True,20,1.0,5,0.3,3.0,2.5,Wick,1,1.051588956079632,19.41238915758114,1.3803272251686125,0.2840451248992748,70
ETHUSDT,15m,True,20,1.0,3,0.6,2.0,2.0,Close,2,-0.015900797694409025,-0.10984904563106035,1.0554145208592691,0.2972027972027972,12
ETHUSDT,15m,True,10,1.2,4,0.5,2.0,2.0,Wick,2,0.2534453647723963,7.610417578371683,1.0836335734376434,0.3267405063291139,79
