coin,timeframe,futures,swing_length,stop_loss_multiplier,take_profit_multiplier,min_strength_ratio,trailing_stop_activation,trailing_stop_percent,violation_type,ob_search_window_frac,break_atr_mult,ob_min_sl_atr_mult,ob_min_sl_pct,risk_per_trade_percent,mean_test_sharpe,pooled_test_sharpe,pooled_test_roi,pooled_bh_sharpe,pooled_bh_roi,mean_test_roi,mean_test_profit_factor,mean_test_win_rate,mean_test_trades
ETHUSDT,1m,True,100,1.2,2,0.7,3.0,3.0,Wick,0.25,0.1,0.5,0.001,5,0.0,0.0,0.0,-0.1708123473529244,-19.026701307709917,0.0,0.0,0.0,0
ETHUSDT,1m,True,20,0.7,6,0.5,3.0,2.5,Close,0.5,0.1,0.5,0.0005,5,1.7264934311631541,1.1701862519293356,-90.89749508485929,-0.1708123473529244,-19.026701307709917,-152.620306723526,0.7244141798503996,0.14881093783667312,175
