coin,timeframe,futures,swing_length,stop_loss_multiplier,take_profit_multiplier,min_strength_ratio,trailing_stop_activation,trailing_stop_percent,violation_type,ob_search_window_frac,break_atr_mult,ob_min_sl_atr_mult,ob_min_sl_pct,risk_per_trade_percent,mean_test_sharpe,pooled_test_sharpe,pooled_test_roi,pooled_bh_sharpe,pooled_bh_roi,mean_test_roi,mean_test_profit_factor,mean_test_win_rate,mean_test_trades
ETHUSDT,1m,True,100,1.5,6,0.7,1.5,2.0,Close,1e-06,0.1,0.5,0.001,5,0.8711735758842654,0.1250322123822023,0.0,0.36195576544555086,1.9607557313888302,7.1785280629875885,inf,0.5,0.0
ETHUSDT,1m,True,20,0.5,3,0.6,2.0,2.0,Close,0.5,0.2,0.5,0.0005,1,-1.7520565404762176,-0.9648309429793945,-38.68901257380079,0.3651498561171808,1.9607557313888302,-70.32912285884568,0.5138602421823694,0.2556792053711027,190.0
ETHUSDT,1m,True,100,0.5,6,0.5,2.0,1.5,Wick,0.25,0.2,0.5,0.001,1,-1.8439778544556416,-0.04715991929300714,-13.614754187255185,0.36596167909774324,1.9607557313888302,-22.204422490314965,0.7012215115219118,0.20967051775780915,98.0
ETHUSDT,1m,True,30,1.2,2,0.5,2.0,3.0,Wick,0.5,0.1,1.0,0.001,1,-4.157275062433035,0.8903623131666739,-46.85682010884684,0.36596167909774324,1.9607557313888302,-68.46466333833126,0.6511295236060939,0.3106735345895547,279.0
ETHUSDT,1m,True,10,1.0,3,0.4,2.0,1.5,Close,0.5,0.1,1.0,0.001,2,-0.09546211711631913,-0.7435933367593857,-452.8746843131952,0.36596167909774324,1.9607557313888302,-447.09204274889504,0.6687467281833765,0.27017487940171836,1030.0
ETHUSDT,1m,True,100,1.5,4,0.5,3.0,3.0,Close,0.25,0.2,0.5,0.001,5,0.7379558993003509,0.6835455510454348,-24.143952573447514,0.36677894094771063,1.9607557313888302,-0.9820120972037873,0.9942171299327112,0.25164835164835164,67.0
ETHUSDT,1m,True,100,1.5,5,0.4,3.0,2.0,Wick,0.5,0.1,1.0,0.001,3,2.3548307511872744,1.554401637806267,72.01127901504736,0.3651498561171808,1.9607557313888302,52.721622512793374,1.4825067540919332,0.3140681003584229,51.0
ETHUSDT,1m,True,75,1.5,5,0.3,1.5,3.0,Wick,1e-06,0.1,1.0,0.001,1,1.477590013710123,0.8633768340976923,17.96462936910746,0.3651498561171808,1.9607557313888302,15.704430259406315,1.2054281031363947,0.33452216597637674,114.0
ETHUSDT,1m,True,50,1.0,5,0.5,2.5,2.5,Wick,1e-06,0.1,0.5,0.001,1,-1.0395189593194876,0.47786164466951614,2.346278716721954,0.36596167909772925,1.9607557313888302,-22.32072735554263,0.8604095098097206,0.19838763297872342,158.0
ETHUSDT,1m,True,10,1.0,6,0.6,2.5,3.0,Close,0.5,0.2,0.5,0.0005,5,1.3366469708585713,0.8618824474544353,-322.5319402880041,0.36926397456541515,1.9607557313888302,-167.26901822569747,0.8433108452175284,0.1719565839353408,411.0
ETHUSDT,1m,True,100,1.2,2,0.7,3.0,3.0,Wick,1e-06,0.1,0.5,0.001,5,0.5757858978598196,0.0471017963149972,0.0,0.36760170266882364,1.9607557313888302,1.9667409972774483,inf,0.5,0.0
ETHUSDT,1m,True,20,0.7,6,0.5,3.0,2.5,Close,0.25,0.1,0.5,0.0005,5,0.512991209853441,-1.0807925977070902,-410.8683552298987,0.3643434119457293,1.9607557313888302,-491.76414910948546,0.5957092412652653,0.13746165853445547,431.0
ETHUSDT,1m,True,10,1.0,2,0.6,1.5,1.5,Close,1e-06,0.1,1.0,0.0005,3,-0.06770552725382883,-1.125510491342791,-179.1728593077492,0.36760170266882364,1.9607557313888302,-234.2459515351548,0.6625783988595326,0.3613329767365959,472.0
ETHUSDT,1m,True,50,0.7,2,0.5,2.5,3.0,Wick,0.25,0.2,1.0,0.001,3,0.02068597507771408,1.4744502807365338,-85.2082099484462,0.3676017026687955,1.9607557313888302,-73.56301474670346,0.7630795097196663,0.372118265761634,182.0
ETHUSDT,1m,True,100,0.5,2,0.3,1.5,1.5,Wick,0.25,0.2,1.0,0.001,5,0.7333823064811459,1.6285717664637072,-83.34383698029878,0.3635422874478891,1.9607557313888302,-182.34663132039836,0.7629494860719901,0.3535248535248535,254.0
ETHUSDT,1m,True,75,1.0,4,0.7,2.0,3.0,Close,0.5,0.2,0.5,0.0005,3,-1.2780842869716917,-1.8358600858187564,-3.1321176334106893,0.352126197117428,1.9607557313888302,-1.5660588167053489,0.0,0.0,0.0
ETHUSDT,1m,True,120,1.5,2,0.4,3.0,1.5,Wick,0.5,0.2,1.0,0.001,3,-0.943842271610922,-0.11485925438187547,-32.20883027639087,0.34996938023968405,1.9607557313888302,-30.60731450338312,0.7878593092765824,0.3159439927732611,68.0
ETHUSDT,1m,True,120,0.7,4,0.5,3.0,3.0,Wick,0.25,0.1,0.5,0.001,1,-1.0840281605915574,-0.16102420921364388,-9.504049208820216,0.3485533272156781,1.9607557313888302,-13.147414272184939,0.7876944359026539,0.21270375620127568,75.0
